-1.558310274390012073e-01,-1.517085134855885031e-01,-1.451124911601281431e-01,-1.368674632533026791e-01,-1.261489269744295594e-01,-1.146058879048739293e-01,-1.005893404632706295e-01,-8.657279302166734358e-02,-7.131949139404024363e-02,-5.548903781293535592e-02,-3.949368367369396338e-02,-2.349832953445256736e-02,-7.709101092881807601e-03,7.560690590558949084e-03,2.209667479029223808e-02,3.570097083655424802e-02,4.823341325492895570e-02,5.952910148727983547e-02,6.942313497547038248e-02,7.783306344043236513e-02,8.492378744030226745e-02,8.987080418439753748e-02,9.316881534712771751e-02,9.564232371917534559e-02,9.564232371917534559e-02,9.481782092849280752e-02,9.234431255644516556e-02,8.822179860303243359e-02,8.327478185893716356e-02,7.659630925440853721e-02,6.934068469640213006e-02,6.117810706864492548e-02,5.243837748740994009e-02,4.320394623176541937e-02,3.363971385984788898e-02,2.399303120886209229e-02,1.426389827880804838e-02,4.674930823170037227e-03,-4.584235516194956443e-03,-1.343939548812550164e-02,-2.168442339495096557e-02,-2.926984906923038587e-02,-3.611322223189552399e-02,-4.213209260387811017e-02,-4.716155962704163956e-02,-5.136652385952263089e-02,-5.449963446411630608e-02,-5.672579199895917690e-02,-5.788009590591473852e-02,-5.812744674311949578e-02,-5.746784451057346255e-02,-5.581883892920837253e-02,-5.342778083622898994e-02,-5.029467023163531475e-02,-4.641950711542735392e-02,-4.204964232480985081e-02,-3.710262558071457384e-02,-3.182580772034628719e-02,-2.621918874370497005e-02,-2.044766920892714460e-02,-1.451124911601281431e-02,-8.657279302166734705e-03,-2.836289599947959018e-03,2.778574404600180851e-03
-1.294469381371597394e-01,-1.261489269744295594e-01,-1.203774074396517374e-01,-1.137813851141913774e-01,-1.047118544166833615e-01,-9.481782092849280752e-02,-8.409928464961970163e-02,-7.181419306844977202e-02,-5.919930037100681885e-02,-4.608970599915433036e-02,-3.281521106916533703e-02,-1.945826586010809128e-02,-6.398141655696558232e-03,6.274466237094176134e-03,1.838641223222078208e-02,2.968210046457166185e-02,4.007083562717174419e-02,4.947016744095276974e-02,5.763274506870998126e-02,6.464101878951161728e-02,7.024763776615293442e-02,7.461750255677042365e-02,7.758571260322759400e-02,7.923471818459268401e-02,7.956451930086570756e-02,7.857511595204665078e-02,7.643140869627203238e-02,7.313339753354185235e-02,6.884598302199260167e-02,6.356916516162430808e-02,5.755029478964172190e-02,5.078937190604485008e-02,4.353374734803843599e-02,3.586587139469075980e-02,2.795064460413831595e-02,1.987051725544936379e-02,1.179038990676040989e-02,3.883408144114792234e-03,-3.809202892953363409e-03,-1.113078767421437319e-02,-1.797416083687950611e-02,-2.432283232513510890e-02,-3.001190158084468193e-02,-3.495891832493995544e-02,-3.916388255742093982e-02,-4.262679427828763856e-02,-4.526520320847178536e-02,-4.707910934797338715e-02,-4.806851269679243699e-02,-4.823341325492895570e-02,-4.765626130145116796e-02,-4.633705683635909456e-02,-4.435825013872098099e-02,-4.171984120853683420e-02,-3.858673060394315901e-02,-3.487646804587170302e-02,-3.083640437152723041e-02,-2.638408930184147835e-02,-2.176687367401921799e-02,-1.698475748806045280e-02,-1.203774074396517409e-02,-7.173174278938151266e-03,-2.358077981352082152e-03,2.308607813911129313e-03
-4.246189372015112679e-02,-4.130758981319555823e-02,-3.949368367369396338e-02,-3.718507585978283320e-02,-3.429931609239392221e-02,-3.108375520873198766e-02,-2.745594292972879102e-02,-2.349832953445256736e-02,-1.937581558103983539e-02,-1.508840106949059512e-02,-1.071853627887309895e-02,-6.381651599882907575e-03,-2.094237088333666865e-03,2.053011948799540222e-03,6.010625344075762148e-03,9.729132930054045642e-03,1.310959437185248502e-02,1.616025469737790432e-02,1.888111390663030700e-02,2.118972172054143718e-02,2.300362786004303897e-02,2.440528260420336826e-02,2.539468595302242504e-02,2.597183790650020585e-02,2.605428818556846174e-02,2.572448706929543819e-02,2.506488483674940149e-02,2.399303120886209229e-02,2.250892618563351058e-02,2.085992060426841710e-02,1.888111390663030700e-02,1.665495637178743271e-02,1.426389827880804838e-02,1.179038990676040989e-02,9.151980976576263097e-03,6.513572046392115435e-03,3.875163116207966905e-03,1.269734297651121209e-03,-1.244999213930644789e-03,-3.644302334816854234e-03,-5.895194953380204946e-03,-7.956451930086571797e-03,-9.811583209122299795e-03,-1.146058879048739154e-02,-1.286224353464771909e-02,-1.393409716253503003e-02,-1.484105023228583092e-02,-1.541820218576361520e-02,-1.574800330203663182e-02,-1.583045358110488424e-02,-1.558310274390012351e-02,-1.517085134855884927e-02,-1.451124911601281431e-02,-1.368674632533026583e-02,-1.261489269744295663e-02,-1.146058879048739154e-02,-1.005893404632706399e-02,-8.657279302166734705e-03,-7.131949139404024189e-03,-5.548903781293535939e-03,-3.949368367369396164e-03,-2.349832953445256823e-03,-7.700856064974980538e-04,7.568935618465773112e-04
-5.515923669666234624e-03,-5.367513167343375240e-03,-5.128407358045437674e-03,-4.823341325492894877e-03,-4.452315069685749450e-03,-4.023573618530825423e-03,-3.545361999934948556e-03,-3.034170269711769508e-03,-2.489998427861289578e-03,-1.929336530197158124e-03,-1.360429604626201125e-03,-7.981187013807047132e-04,-2.432283232513511248e-04,2.926984906923038284e-04,8.022412153341174860e-04,1.277979325557946537e-03,1.714965804619696110e-03,2.102482116240493061e-03,2.440528260420336739e-03,2.729104237159227578e-03,2.968210046457166011e-03,3.141355632500500948e-03,3.265031051102883046e-03,3.330991274357486542e-03,3.339236302264311871e-03,3.306256190637010556e-03,3.215560883661929773e-03,3.075395409245897018e-03,2.894004795295737186e-03,2.679634069718274739e-03,2.424038204606685648e-03,2.151952283681445900e-03,1.846886251128903320e-03,1.525330162762710516e-03,1.195529046489691733e-03,8.574829023098480552e-04,5.194367581300041604e-04,1.846886251128903699e-04,-1.409899772067153964e-04,-4.526520320847178601e-04,-7.453505227770217427e-04,-1.014138432539531684e-03,-1.261489269744295663e-03,-1.475859995321757677e-03,-1.657250609271917943e-03,-1.805661111594775809e-03,-1.921091502290332579e-03,-2.003541781358586949e-03,-2.044766920892714460e-03,-2.061256976706365551e-03,-2.036521892985889131e-03,-1.978806697638110530e-03,-1.888111390663030614e-03,-1.780926027874299824e-03,-1.640760553458266852e-03,-1.484105023228583006e-03,-1.302714409278422957e-03,-1.113078767421437363e-03,-9.151980976576261145e-04,-7.074233944056246889e-04,-4.979996855722578723e-04,-2.894004795295736969e-04,-8.492378744030225368e-05,1.121323795328262854e-04
-4.773871158051942254e-04,-4.608970599915433513e-04,-4.287414511549240276e-04,-3.833937976673839612e-04,-3.265031051102882721e-04,-2.613673846463671459e-04,-1.921091502290332470e-04,-1.212019102303342824e-04,-5.194367581300041062e-05,1.244999213930644613e-05,6.934068469640212507e-05,1.170793962769215368e-04,1.533575190669536062e-04,1.780926027874299986e-04,1.921091502290332470e-04,1.945826586010808998e-04,1.879866362756205285e-04,1.739700888340172259e-04,1.533575190669536062e-04,1.294469381371597466e-04,1.047118544166833541e-04,8.080127348688952160e-05,5.985890260355285485e-05,4.336884678990193332e-05,3.248540995289231657e-05,2.778574404600180471e-05,2.943474962736690432e-05,3.685527474350981528e-05,4.914036632467975145e-05,6.513572046392115326e-05,8.327478185893716085e-05,1.014138432539531820e-04,1.179038990676041103e-04,1.319204465092073994e-04,1.401654744160328364e-04,1.434634855787630492e-04,1.393409716253503035e-04,1.277979325557946537e-04,1.096588711607786461e-04,8.492378744030225368e-05,5.507678641759408293e-05,2.053011948799540032e-05,-1.657250609271917821e-05,-5.449963446411629637e-05,-9.151980976576263855e-05,-1.253244241837470280e-04,-1.550065246483186719e-04,-1.789171055781125044e-04,-1.954071613917634598e-04,-2.036521892985889239e-04,-2.044766920892714568e-04,-1.970561669731285526e-04,-1.822151167408427171e-04,-1.607780441830965103e-04,-1.343939548812549979e-04,-1.047118544166833541e-04,-7.230889474285929759e-05,-3.965858423183047445e-05,-8.080127348688952499e-06,2.085992060426842024e-05,4.584235516194957256e-05,6.604267353367193941e-05,8.071882320782126832e-05,8.987080418439754572e-05
-5.153142441765913876e-04,-4.930526688281626751e-04,-4.402844902244796503e-04,-3.619567251096377815e-04,-2.638408930184147987e-04,-1.517085134855884862e-04,-3.322746246450660970e-05,8.409928464961970726e-05,1.929336530197158070e-04,2.861024683668435655e-04,3.594832167375901829e-04,4.089533841785429136e-04,4.312149595269716804e-04,4.254434399921937877e-04,3.941123339462571052e-04,3.388706469705264819e-04,2.646653958090973316e-04,1.756190944153823187e-04,7.766816288229584251e-05,-2.209667479029223987e-05,-1.179038990676041103e-04,-2.036521892985889239e-04,-2.737349265066053015e-04,-3.256786023196057392e-04,-3.553607027841773560e-04,-3.619567251096377815e-04,-3.462911720866694402e-04,-3.083640437152722780e-04,-2.531223567395416547e-04,-1.830396195315252771e-04,-1.030628488353182748e-04,-1.896356418569856078e-05,6.422876739417034001e-05,1.409899772067153964e-04,2.077747032520016425e-04,2.597183790650020802e-04,2.935229934829864155e-04,3.091885465059548109e-04,3.050660325525420924e-04,2.811554516227482599e-04,2.415793176699860319e-04,1.871621334849379685e-04,1.228509158116993752e-04,5.235592720834167705e-05,-1.954071613917634395e-05,-8.822179860303245289e-05,-1.500595079042234205e-04,-2.003541781358587383e-04,-2.374568037165733134e-04,-2.588938762743194931e-04,-2.638408930184147987e-04,-2.522978539488591218e-04,-2.250892618563351307e-04,-1.855131279035728757e-04,-1.343939548812549979e-04,-7.717346120788632280e-05,-1.649005581365092492e-05,4.353374734803843989e-05,9.894033488190552919e-05,1.475859995321757677e-04,1.846886251128903699e-04,2.102482116240492411e-04,2.209667479029223851e-04,2.184932395308747323e-04
-5.664334171989091841e-04,-5.416983334784328729e-04,-4.831586353399720639e-04,-3.965858423183047038e-04,-2.877514739482086312e-04,-1.640760553458266960e-04,-3.289766134823358978e-05,9.646682650985790349e-05,2.168442339495096395e-04,3.199070827848279007e-04,4.007083562717174766e-04,4.551255404567654587e-04,4.790361213865592912e-04,4.724400990610990283e-04,4.369864790617494646e-04,3.751487697605585241e-04,2.918739879016213497e-04,1.921091502290332470e-04,8.327478185893716085e-05,-2.762084348786529814e-05,-1.343939548812549979e-04,-2.292117758097478222e-04,-3.083640437152722780e-04,-3.652547362723679129e-04,-3.982348478996698238e-04,-4.056553730158127279e-04,-3.883408144114792668e-04,-3.462911720866694402e-04,-2.844534627854784455e-04,-2.061256976706365496e-04,-1.170793962769215368e-04,-2.349832953445256606e-05,6.934068469640212507e-05,1.550065246483186719e-04,2.292117758097478222e-04,2.877514739482086312e-04,3.256786023196057392e-04,3.429931609239392004e-04,3.388706469705264819e-04,3.133110604593675294e-04,2.687879097625099959e-04,2.094237088333667082e-04,1.376919660439852107e-04,5.985890260355285485e-05,-1.978806697638110719e-05,-9.646682650985790349e-05,-1.640760553458266960e-04,-2.209667479029223851e-04,-2.621918874370496788e-04,-2.852779655761609784e-04,-2.910494851109387627e-04,-2.778574404600180742e-04,-2.481753399954464033e-04,-2.036521892985889239e-04,-1.475859995321757677e-04,-8.409928464961970726e-05,-1.690230720899219813e-05,4.963506799908927794e-05,1.113078767421437390e-04,1.640760553458266960e-04,2.061256976706365496e-04,2.333342897631605678e-04,2.457018316233987505e-04,2.424038204606685648e-04
-2.712614181345577029e-04,-2.588938762743194931e-04,-2.316852841817954750e-04,-1.896356418569855942e-04,-1.376919660439852107e-04,-7.841021539391013564e-05,-1.574800330203663179e-05,4.625460655729084577e-05,1.038873516260008212e-04,1.533575190669536062e-04,1.921091502290332470e-04,2.176687367401921995e-04,2.292117758097478222e-04,2.259137646470176907e-04,2.094237088333667082e-04,1.797416083687950914e-04,1.393409716253503035e-04,9.234431255644518497e-05,3.998838534810348759e-05,-1.319204465092073756e-05,-6.414631711510210027e-05,-1.096588711607786461e-04,-1.475859995321757677e-04,-1.747945916246997859e-04,-1.904601446476681813e-04,-1.945826586010808998e-04,-1.855131279035728757e-04,-1.657250609271917617e-04,-1.360429604626201179e-04,-9.894033488190552919e-05,-5.614864004548138243e-05,-1.129568823235087979e-05,3.314501218543835641e-05,7.437015171956565685e-05,1.096588711607786461e-04,1.376919660439852107e-04,1.558310274390012047e-04,1.640760553458266960e-04,1.624270497644615761e-04,1.500595079042234205e-04,1.286224353464771866e-04,9.976483767258808916e-05,6.596022325460369968e-05,2.861024683668435452e-05,-9.481782092849280389e-06,-4.600725572008607236e-05,-7.865756623111490905e-05,-1.055363572073659005e-04,-1.253244241837470280e-04,-1.368674632533026507e-04,-1.393409716253503035e-04,-1.327449492998899322e-04,-1.187284018582866567e-04,-9.729132930054044991e-05,-7.074233944056245805e-05,-4.023573618530825423e-05,-8.063637292875300487e-06,2.374568037165733270e-05,5.326288027809246997e-05,7.874001651018314879e-05,9.894033488190552919e-05,1.121323795328262854e-04,1.179038990676041103e-04,1.162548934862390039e-04
-2.160197311588271107e-01,-2.102482116240492749e-01,-2.011786809265412590e-01,-1.896356418569856150e-01,-1.747945916246997911e-01,-1.583045358110488632e-01,-1.401654744160328592e-01,-1.195529046489691855e-01,-9.894033488190553949e-02,-7.692611037068156077e-02,-5.466453502225281091e-02,-3.248540995289231348e-02,-1.071853627887309895e-02,1.047118544166833649e-02,3.058905353432246274e-02,4.947016744095276974e-02,6.686717632435450198e-02,8.245027906825462549e-02,9.646682650985789753e-02,1.080098655794135554e-01,1.170793962769215435e-01,1.244999213930644694e-01,1.294469381371597394e-01,1.319204465092073952e-01,1.327449492998899472e-01,1.310959437185248433e-01,1.277979325557946633e-01,1.220264130210168552e-01,1.146058879048739293e-01,1.063608599980484515e-01,9.564232371917534559e-02,8.492378744030226745e-02,7.263869585913231008e-02,5.985890260355285208e-02,4.666685795263211117e-02,3.314501218543835365e-02,1.970561669731285548e-02,6.480591934764811518e-03,-6.348671488255606260e-03,-1.855131279035728692e-02,-3.001190158084468193e-02,-4.056553730158127258e-02,-5.004731939443055055e-02,-5.829234730125601449e-02,-6.538307130112590293e-02,-7.107214055683547249e-02,-7.552445562652122801e-02,-7.849266567297839836e-02,-8.014167125434348837e-02,-8.047147237061651193e-02,-7.956451930086570756e-02,-7.733836176602282286e-02,-7.404035060329264284e-02,-6.967048581267515361e-02,-6.431121767323860761e-02,-5.820989702218775513e-02,-5.144897413859087637e-02,-4.411089930151621680e-02,-3.627812279003202883e-02,-2.828044572041133256e-02,-2.011786809265412798e-02,-1.195529046489691993e-02,-3.924633283648919745e-03,3.850428032487490920e-03
-2.160197311588271107e-01,-2.102482116240492749e-01,-2.011786809265412590e-01,-1.896356418569856150e-01,-1.747945916246997911e-01,-1.583045358110488632e-01,-1.401654744160328592e-01,-1.195529046489691855e-01,-9.894033488190553949e-02,-7.692611037068156077e-02,-5.466453502225281091e-02,-3.248540995289231348e-02,-1.071853627887309895e-02,1.047118544166833649e-02,3.058905353432246274e-02,4.947016744095276974e-02,6.686717632435450198e-02,8.245027906825462549e-02,9.646682650985789753e-02,1.080098655794135554e-01,1.170793962769215435e-01,1.244999213930644694e-01,1.294469381371597394e-01,1.319204465092073952e-01,1.327449492998899472e-01,1.310959437185248433e-01,1.277979325557946633e-01,1.220264130210168552e-01,1.146058879048739293e-01,1.063608599980484515e-01,9.564232371917534559e-02,8.492378744030226745e-02,7.263869585913231008e-02,5.985890260355285208e-02,4.666685795263211117e-02,3.314501218543835365e-02,1.970561669731285548e-02,6.480591934764811518e-03,-6.348671488255606260e-03,-1.855131279035728692e-02,-3.001190158084468193e-02,-4.056553730158127258e-02,-5.004731939443055055e-02,-5.829234730125601449e-02,-6.538307130112590293e-02,-7.107214055683547249e-02,-7.552445562652122801e-02,-7.849266567297839836e-02,-8.014167125434348837e-02,-8.047147237061651193e-02,-7.956451930086570756e-02,-7.733836176602282286e-02,-7.404035060329264284e-02,-6.967048581267515361e-02,-6.431121767323860761e-02,-5.820989702218775513e-02,-5.144897413859087637e-02,-4.411089930151621680e-02,-3.627812279003202883e-02,-2.828044572041133256e-02,-2.011786809265412798e-02,-1.195529046489691993e-02,-3.924633283648919745e-03,3.850428032487490920e-03
